,招标文件名称,省市区,网址,类型,银行全称,行别,投标时间,报名时间,截止时间
0,沈阳特盛房产开发有限公司位于铁西区兴顺街6号 特盛铭苑（天和人家）三期的居住、商业项目 《建设工程规划许可证》批后公示,西区,http://www.gc-zb.com/read-177166706,招标,,,,,
1,沈阳富森房地产开发有限公司位于浑南区高坎街道的居住、商业项目规划许可批前公示,南区,http://www.gc-zb.com/read-177163268,招标,,,,,
2,关于华晨宝马汽车有限公司位于沈阳经济技术开发区宝马大道1号的华晨宝马汽车有限公司研发中心扩建项目规划许可批前公示,区宝,http://www.gc-zb.com/read-177162578,招标,,,,,
3,关于2019年服务外包业务发展资金和技术出口贴息资金项目审计费用询价函,,http://www.gc-zb.com/read-177143009,招标,,,,,
4,经开公司辽宁格瑞恩集团与沈阳市城建房地产开发集团有限公司借款合同纠纷依法诉讼专项法律服务项目招标公告,沈阳市,http://www.gc-zb.com/read-177116542,招标,,,,,
5,铁岭银行柴河支行监控报警设备竞争性谈判公告,铁岭,http://www.gc-zb.com/read-177023085,招标,,,,,
6,铁岭银行钟山路支行监控报警设备竞争性谈判公告,铁岭,http://www.gc-zb.com/read-177020963,招标,,,,,
7,营口市城乡居民大病保险承办权招标公告,营口市,http://www.gc-zb.com/read-176702251,招标,,,,,
8,大连中石化物资装备有限公司（国家重点研发计划项目）基于对失活因素有效控制的高稳定国六柴油加氢催化剂开发油品分析仪招标公告,大连,http://www.gc-zb.com/read-176695323,招标,,,,,
9,兴城市水务集团有限公司工程造价咨询审计、工程监理服务入围项目招标公告,兴城市,http://www.gc-zb.com/read-176959769,招标,,,,,
10,大连中核科技开发有限公司传感器组件一批采购(重新招标)采购公告,大连,http://www.gc-zb.com/read-176679636,招标,,,,,
11,中国邮政集团公司葫芦岛市分公司劳保用品采购入围项目公开招标公告,葫芦岛市,http://www.gc-zb.com/read-176646764,招标,,,,,
12,辽宁阜新氟产业开发区管理委员会（阜新金润建筑发展有限公司）福祉大道检查站（化工3路-化工4路段）工程竞争性磋商公告(二次公告),阜新,http://www.gc-zb.com/read-176640893,招标,,,,,
13,辽阳市宏伟区发展和改革局辽阳高新技术产业开发区化工园区总体发展规划项目的采购公告（二次）,辽阳市,http://www.gc-zb.com/read-176640802,招标,,,,,
14,辽宁新闻印刷集团有限公司2019-2020年度企业财产保险项目竞争性磋商,辽宁,http://www.gc-zb.com/read-176640265,招标,,,,,
15,中国邮政集团公司葫芦岛市分公司办公桌椅采购入围项目公开招标公告,葫芦岛市,http://www.gc-zb.com/read-176638073,招标,,,,,
16,“电效应测试仪”需求对接公告,,http://www.gc-zb.com/read-176613752,招标,,,,,
17,辽宁新闻印刷集团有限公司2019-2020年度企业财产保险项目竞争性磋商公告,辽宁,http://www.gc-zb.com/read-176611786,招标,,,,,
18,鞍钢联众220KV总降变电站地网测试工程,,http://www.gc-zb.com/read-176606595,招标,,,,,
19,国电电力发展股份有限公司大连开发区热电厂-冷灰斗除焦设备及安装工程项目-工程-询价采购等的采购,大连,http://www.gc-zb.com/read-176584381,招标,,,,,
20,国电电力发展股份有限公司大连开发区热电厂-全厂电缆防火封堵修复及完善项目-工程-询价采购等的采购,大连,http://www.gc-zb.com/read-176584146,招标,,,,,
21,长春春铁物流集团有限公司2019年人力装卸业务外包-资格预审公告（代招标公告）,长春,http://www.gc-zb.com/read-176577908,招标,,,,,
22,辽宁能源投资（集团）有限责任公司-2020年度财产保险和车辆保险服务采购,辽宁,http://www.gc-zb.com/read-176535810,招标,,,,,
23,沈阳经济技术开发区四方台镇西余村村庄规划编制采购公告,沈阳,http://www.gc-zb.com/read-176526148,招标,,,,,
24,辽宁省烟草公司本溪市公司机动车车辆保险项目公开招标公告,辽宁省,http://www.gc-zb.com/read-176481599,招标,,,,,
25,ZTSYJ2019-CGS0801长春春铁物流集团有限公司2019年人力装卸业务外包-资格预审公告（代招标公告）,长春,http://www.gc-zb.com/read-176469440,招标,,,,,
26,ZTSYJ2019-CGS0814 机车车载式轨道动态监测系统维护服务业务外包单一来源采购审前公示,,http://www.gc-zb.com/read-176469409,招标,,,,,
27,ZTSYJ2019-CGS0759 长春车辆段2019年集便配件检修业务外包（三次）竞争性或单一来源公告,长春,http://www.gc-zb.com/read-176469061,招标,,,,,
28,国电电力发展股份有限公司大连开发区热电厂国电电力-大开-(022)阀门类修理(长协)-询价采购2019年9月等的采购,大连,http://www.gc-zb.com/read-176402239,招标,,,,,
29,庄河市人民检察院卷宗扫描装订设备采购项目变更公告,庄河市,http://www.gc-zb.com/read-176386559,招标,,,,,
30,沈阳市自然资源局经济技术开发区分局采购城市规划和设计服务项目,城市,http://www.gc-zb.com/read-176378575,招标,,,,,
31,大连市甘井子区体育中心配套开发二期用地部分地块B1、D区项目建筑安装总承包工程招标公告,大连市,http://www.gc-zb.com/read-176377197,招标,,,,,
32,安顺市医疗保障局安顺市城乡居民大病保险承办机构更正公告,安顺市,http://www.gc-zb.com/read-176372310,招标,,,,,
33,中国邮政集团公司葫芦岛市分公司办公桌椅采购入围项目招标公告,葫芦岛市,http://www.gc-zb.com/read-176357512,招标,,,,,
34,中国邮政集团公司葫芦岛市分公司劳保用品采购入围项目招标公告,葫芦岛市,http://www.gc-zb.com/read-176356556,招标,,,,,
35,中国邮政集团公司盘锦邮件处理中心场地装卸分拣业务外包采购项目（二次公告）招标公告,盘锦,http://www.gc-zb.com/read-176282535,招标,,,,,
36,“电效应测试仪”需求对接公告（二次发布）,,http://www.gc-zb.com/read-176279421,招标,,,,,
37,【变更公告】庄河市人民检察院卷宗扫描装订设备采购项目变更公告,庄河市,http://www.gc-zb.com/read-176274940,招标,,,,,
38,中国邮政集团公司盘锦邮件处理中心场地装卸分拣业务外包采购项目（二次公告）,盘锦,http://www.gc-zb.com/read-176046312,招标,,,,,
39,【绿城房产】大连市甘井子区体育中心配套开发二期用地部分地块B1、D区项目建筑安装总承包工程招标公告,大连市,http://www.gc-zb.com/read-176029918,招标,,,,,
40,丹东市养老机构责任保险单位选聘采购项目的采购公告,丹东市,http://www.gc-zb.com/read-176014959,招标,,,,,
41,辽宁学分银行信息化平台（职业教育辽宁学分银行信息化平台）（二期）采购竞争性磋商公告,辽宁,http://www.gc-zb.com/read-176014822,招标,,,,,
42,国家税务总局庄河市税务局劳务外包采购项目公开招标公告,庄河市,http://www.gc-zb.com/read-175606880,招标,,,,,
