,招标文件名称,省市区,网址,类型,银行全称,行别,投标时间,报名时间,截止时间
0,上海市普陀区妇婴保健院内部服务岗位劳务外包服务的延期公告,上海市,http://www.zgazxxw.com/zbpd/zbgg/201911/6096462.php,招标,,,,,2019-11-07
1,上海合肥房建公寓段阜阳西行车公寓消控值守外包招标公告,合肥,http://www.zgazxxw.com/zbpd/zbgg/201911/6095466.php,招标,,,,2019年11月5,
2,上海青浦区规土信息化管理系统的开发与研究的中标公告,青浦区,http://www.zgazxxw.com/zbpd/zhongbgg/201911/6095110.php,中标,,,,,
