,招标文件名称,省市区,网址,类型,银行全称,行别,投标时间,报名时间,截止时间
0,临沂高新技术产业开发区马厂湖镇凤凰庄新建村委项目中标公示,山东省,https://www.sdbidding.org.cn/bulletins/winbid/2324870,中标,,,,,
1,莒县农村商业银行智慧柜员机采购项目,莒县,https://www.sdbidding.org.cn/bulletins/winbid/2324868,中标,,,,,
2,五渚河生态城S3区商业银行站房、邻里中心站房工程整体机组采购项目中标公示,北京市,https://www.sdbidding.org.cn/bulletins/winbid/2324855,中标,,,,,
